locus_tag	gene_name	start_site	end_site	gene_length
NGK_RS07595		1399050	1399322	273
NGK_RS07600	dnaK	1399530	1401458	1929
NGK_RS07605		1401681	1403607	1927
NGK_RS07615		1403664	1404641	978
NGK_RS15465		1404978	1405115	138
NGK_RS07620		1405194	1405990	797
NGK_RS07625		1405990	1406682	693
NGK_RS07630		1406874	1407488	615
NGK_RS15655		1407784	1408880	1097
NGK_RS07640		1408927	1411116	2190
NGK_RS07645		1411256	1412041	786
NGK_RS07650		1412140	1414074	1935
NGK_RS07655		1414140	1415318	1179
NGK_RS07660		1415544	1415933	390
NGK_RS07665	smc	1416027	1419512	3486
NGK_RS16000		1419909	1420577	669
NGK_RS16005		1420549	1421034	486
NGK_RS07685	lpxH	1421243	1421965	723
NGK_RS07690		1422234	1423820	1587
NGK_RS07695		1423986	1424189	204
NGK_RS07700		1424305	1424802	498
NGK_RS07705		1424884	1426074	1191
NGK_RS16010		1426075	1426931	857
NGK_RS07715	lysS	1427121	1428632	1512
NGK_RS07720		1428787	1430040	1254
NGK_RS07730		1430499	1432295	1797
NGK_RS15480		1432312	1432467	156
NGK_RS07750		1434159	1434455	297
NGK_RS16270		1434585	1434716	132
NGK_RS07755		1434690	1435481	792
NGK_RS07765	purH	1436195	1437775	1581
NGK_RS07770		1437936	1439159	1224
NGK_RS07775	serB	1439223	1440056	834
NGK_RS07785		1440345	1441883	1539
NGK_RS07790		1441887	1442270	384
NGK_RS07795	pntB	1442350	1443735	1386
NGK_RS07800		1443943	1444521	579
NGK_RS07805	crgA	1444760	1445671	912
NGK_RS07810		1446169	1446244	76
NGK_RS07815		1446336	1446695	360
NGK_RS07820		1446716	1447358	643
NGK_RS07825		1447360	1447895	536
NGK_RS14490		1447907	1449005	1099
NGK_RS12265		1449008	1450445	1438
NGK_RS07855	bioC	1450687	1451469	783
NGK_RS07860		1451457	1452104	648
NGK_RS07865	bioF	1452114	1453256	1143
NGK_RS07870		1453278	1453415	138
NGK_RS07875		1453479	1454555	1077
NGK_RS07880		1454759	1456225	1467
NGK_RS07885	speB	1456423	1457346	924
NGK_RS07890	speA	1457445	1459337	1893
NGK_RS07895		1459504	1459788	285
NGK_RS07900	aspS	1459938	1461746	1809
NGK_RS07905		1461804	1462505	702
NGK_RS07910		1462647	1463795	1149
NGK_RS07915	rpsT	1463955	1464218	264
NGK_RS07920		1464523	1465665	1143
NGK_RS07930	tbpA	1467766	1470510	2745
NGK_RS07935		1470597	1472687	2091
NGK_RS15485		1472948	1473169	222
NGK_RS07950	fic	1476323	1477432	1110
NGK_RS07955	murI	1478161	1478973	813
NGK_RS07960	tsaE	1479162	1479623	462
NGK_RS07965		1479620	1480870	1251
NGK_RS07970		1480952	1481770	819
NGK_RS07975		1481816	1482958	1143
NGK_RS07980		1483007	1483429	423
NGK_RS07985		1483422	1484231	810
NGK_RS07990	acpS	1484313	1484690	378
NGK_RS07995	pdxJ	1484740	1485468	729
NGK_RS08000	recO	1485521	1486264	744
NGK_RS08005	pheA	1486301	1487428	1128
NGK_RS08010		1487469	1488694	1226
NGK_RS08020		1488810	1489685	876
NGK_RS08025		1489846	1490277	432
NGK_RS08030		1490822	1491649	828
NGK_RS15490		1491663	1491809	147
NGK_RS08035		1491930	1492742	813
NGK_RS08040		1492827	1493699	873
NGK_RS08045		1493757	1494911	1155
NGK_RS08050		1494956	1495324	369
NGK_RS08055		1495498	1495941	444
NGK_RS16275		1495951	1496079	129
NGK_RS08060		1496103	1496723	621
NGK_RS08065		1496834	1498033	1200
NGK_RS14525	prpF	1498345	1499507	1163
NGK_RS08075	acnD	1500057	1502662	2606
NGK_RS08080		1502739	1503527	789
NGK_RS08085	prpC	1503679	1504827	1149
NGK_RS08090	prpB	1504912	1505787	876
NGK_RS08100		1506407	1507717	1311
NGK_RS08105	ftsZ	1507853	1509031	1179
NGK_RS08110	ftsA	1509150	1510394	1245
NGK_RS08115		1510480	1511208	729
NGK_RS08120		1511198	1512112	915
NGK_RS08125	murC	1512224	1513633	1410
NGK_RS08130	murG	1513788	1514855	1068
NGK_RS08135		1514859	1516130	1272
NGK_RS08140	murD	1516309	1517646	1338
NGK_RS08145		1517731	1518111	381
NGK_RS08150	mraY	1518236	1519318	1083
NGK_RS08155		1519563	1519739	177
NGK_RS08160	murF	1519742	1521100	1359
NGK_RS08165		1521225	1522871	1647
NGK_RS08170		1522894	1524372	1479
NGK_RS08175		1524397	1526148	1752
NGK_RS08180	ftsL	1526209	1526472	264
NGK_RS08185	rsmH	1526499	1527455	957
NGK_RS08190	mraZ	1527452	1527907	456
NGK_RS08195		1528186	1529433	1248
NGK_RS08200		1529529	1529605	77
NGK_RS08205		1529613	1529688	76
NGK_RS08210		1529874	1530695	822
NGK_RS08215		1530728	1531372	645
NGK_RS08220	ftsN	1531375	1532238	864
NGK_RS08225		1532344	1533840	1497
NGK_RS08230		1533854	1534174	321
NGK_RS08240	putP	1534662	1536188	1527
NGK_RS08250	putA	1536440	1540045	3606
NGK_RS08255		1540428	1541096	669
NGK_RS16280		1541070	1541201	132
NGK_RS08260		1541331	1541630	300
NGK_RS16020		1541778	1541955	178
NGK_RS16025		1542109	1542375	267
NGK_RS08270		1542444	1543121	678
NGK_RS08280	xth	1543395	1544165	771
NGK_RS08285		1544225	1544506	282
NGK_RS08290		1544563	1544829	267
NGK_RS08295	nadC	1545130	1546011	882
NGK_RS08300		1546087	1547025	939
NGK_RS08305	nadA	1547227	1548339	1113
NGK_RS08310	nadB	1548391	1549899	1509
NGK_RS08315		1550259	1550588	330
NGK_RS12270	pgmB	1550728	1551370	643
NGK_RS14545		1551383	1553640	2258
NGK_RS08335		1553887	1554848	962
NGK_RS12280		1554852	1556206	1355
NGK_RS08355	ettA	1556442	1558118	1677
NGK_RS08360		1558178	1558663	486
NGK_RS08365	thiL	1558656	1559612	957
NGK_RS08380	rmpM	1560387	1561097	711
NGK_RS08385		1561461	1562411	951
NGK_RS08390	fnr	1562524	1563258	735
NGK_RS08395	hemN	1563393	1564814	1422
NGK_RS08400		1564852	1565040	189
NGK_RS08405		1565054	1566628	1575
NGK_RS08415		1566953	1568053	1101
NGK_RS08425	mafA	1568172	1569113	942
NGK_RS08430	mafB	1569117	1570847	1731
NGK_RS08435		1570825	1571106	282
NGK_RS08440		1571180	1571809	630
NGK_RS08445		1571806	1572222	417
NGK_RS08450		1572358	1573035	678
NGK_RS08455		1573041	1573439	399
NGK_RS08460		1573470	1573847	378
NGK_RS16585	mafB	1573945	1574394	450
NGK_RS16590		1574506	1574715	210
NGK_RS08470		1574712	1575131	420
NGK_RS08475		1575382	1575651	270
NGK_RS15500		1575633	1575785	153
NGK_RS08480		1575772	1576317	546
NGK_RS08490		1576721	1577122	402
NGK_RS15125		1577265	1577378	114
NGK_RS08495		1577394	1577888	495
NGK_RS08500		1578008	1579141	1134
NGK_RS08510		1579644	1579919	276
NGK_RS08515		1579916	1581199	1284
NGK_RS08520	glnA	1581348	1582766	1419
NGK_RS08525	aroE	1583077	1583886	810
NGK_RS08530	mtgA	1583889	1584590	702
NGK_RS08540		1584864	1584939	76
NGK_RS08545	lptB	1585130	1585864	735
NGK_RS08550	lptA	1585935	1586465	531
NGK_RS08555	lptC	1586446	1587027	582
NGK_RS08560		1587024	1587560	537
NGK_RS08565		1587626	1588600	975
NGK_RS08570	tal	1588697	1589752	1056
NGK_RS16300		1589764	1589898	135
NGK_RS08575		1589903	1590193	291
NGK_RS08580	gluQRS	1590210	1591097	888
NGK_RS08585	dusA	1591167	1592183	1017
NGK_RS08590		1592303	1593457	1155
NGK_RS08595		1593507	1593773	267
NGK_RS08600		1593881	1594828	948
NGK_RS15505		1594800	1595030	231
NGK_RS08610		1595027	1596010	984
NGK_RS08615		1596121	1596336	216
NGK_RS08620		1596388	1596879	492
NGK_RS08625		1596876	1597058	183
NGK_RS08630		1597198	1597884	687
NGK_RS08635		1597953	1598114	162
NGK_RS08640		1598111	1598389	279
NGK_RS08645		1598542	1598874	333
NGK_RS08650		1599015	1599302	288
NGK_RS08655		1599299	1599775	477
NGK_RS08660		1599808	1600008	201
NGK_RS08665		1600492	1600710	219
NGK_RS08670		1600727	1601086	360
NGK_RS08675		1601087	1601626	540
NGK_RS08680		1601786	1602490	705
NGK_RS13520		1602618	1602833	216
NGK_RS08685		1602913	1603068	156
NGK_RS08690		1603045	1603233	189
NGK_RS08695		1603406	1603633	228
NGK_RS16450		1603630	1604716	1087
NGK_RS08710		1604728	1605507	780
NGK_RS08715		1605577	1605807	231
NGK_RS08720		1605821	1606315	495
NGK_RS08725		1606490	1606639	150
NGK_RS16045		1606668	1606949	282
NGK_RS08735		1606940	1607320	381
NGK_RS08740		1607649	1608611	963
NGK_RS08745		1609137	1609496	360
NGK_RS08750		1609617	1610689	1073
NGK_RS08755		1610699	1610989	291
NGK_RS08760		1610968	1612557	1590
NGK_RS08765		1612499	1612816	318
NGK_RS08770		1612944	1613222	279
NGK_RS08775		1613229	1613447	219
NGK_RS08780		1613521	1613718	198
NGK_RS08785		1613723	1614013	291
NGK_RS08790		1614058	1615407	1350
NGK_RS08795		1615546	1615968	423
NGK_RS16050		1615974	1616570	597
NGK_RS16055		1616760	1617617	858
NGK_RS08805		1617631	1617960	330
NGK_RS08810		1617999	1618607	609
NGK_RS08815		1618976	1619122	147
NGK_RS08820		1619499	1619948	450
NGK_RS08825		1620036	1620431	396
NGK_RS16060		1620536	1620652	117
NGK_RS08830	rrf	1620688	1620801	114
NGK_RS08835		1620898	1623789	2892
NGK_RS08840		1624137	1624212	76
NGK_RS08845		1624218	1624294	77
NGK_RS08850		1624395	1625935	1541
NGK_RS14580		1626277	1626930	654
NGK_RS14585		1626884	1627228	345
NGK_RS16065		1627514	1627675	162
NGK_RS08860		1627695	1628348	654
NGK_RS08865		1628440	1628778	339
NGK_RS08870	purL	1628929	1632885	3957
NGK_RS08875		1632956	1634167	1212
NGK_RS08880		1634241	1634552	312
NGK_RS08885	gloB	1634784	1635536	753
NGK_RS08890	mgtE	1635770	1637224	1455
NGK_RS08895	hslO	1637310	1638218	909
NGK_RS08900		1638463	1639131	669
NGK_RS08905		1639150	1639368	219
NGK_RS08910		1639513	1639857	345
NGK_RS08915		1639857	1640549	693
NGK_RS08920	argJ	1640616	1641836	1221
NGK_RS08925		1641896	1643305	1410
NGK_RS08930	hrpA	1643493	1644884	1392
NGK_RS08935		1645246	1645932	687
NGK_RS15515		1646003	1646155	153
NGK_RS08940	lpt3	1646616	1648193	1578
NGK_RS08945		1648295	1651489	3195
NGK_RS08950		1651609	1652571	963
NGK_RS08955		1653083	1653442	360
NGK_RS08960		1653563	1654635	1073
NGK_RS08965		1654645	1654935	291
NGK_RS08970		1654914	1656503	1590
NGK_RS08975		1656445	1656762	318
NGK_RS08980		1656890	1657168	279
NGK_RS08985		1657175	1657393	219
NGK_RS08990		1657479	1657682	204
NGK_RS08995		1657696	1658007	312
NGK_RS09000		1658021	1659307	1287
NGK_RS09005		1659336	1659560	225
NGK_RS09010		1659956	1660162	207
NGK_RS09015	metZ	1660257	1661426	1170
NGK_RS09020		1661572	1662342	771
NGK_RS09025		1662444	1662695	252
NGK_RS09030		1662747	1663553	807
NGK_RS14595		1663860	1665383	1524
NGK_RS09045	trkA	1665481	1666893	1413
NGK_RS12290		1667376	1667834	459
NGK_RS09055		1667924	1668778	855
NGK_RS09060		1669111	1669764	654
NGK_RS09065		1669732	1671001	1270
NGK_RS09070		1671198	1671273	76
NGK_RS15520		1671489	1671641	153
NGK_RS09080	thiD	1671701	1672507	807
NGK_RS09085	tehB	1672565	1673434	870
NGK_RS09090	rnhA	1673547	1673984	438
NGK_RS09100		1674315	1675277	963
NGK_RS09105		1675803	1676162	360
NGK_RS09110		1676283	1677355	1073
NGK_RS09115		1677365	1677655	291
NGK_RS09120		1677634	1678584	951
NGK_RS09125		1678788	1679072	285
NGK_RS09130		1679073	1680260	1188
NGK_RS09135		1680475	1681419	945
NGK_RS09140		1681722	1682261	540
NGK_RS09145		1682262	1682606	345
NGK_RS15525		1682590	1682763	174
NGK_RS09155		1683096	1683476	381
NGK_RS09160		1683677	1684519	843
NGK_RS09165		1685018	1685194	177
NGK_RS09170	dtd	1685522	1686013	492
NGK_RS09175		1686087	1686845	759
NGK_RS09180		1686915	1687781	867
NGK_RS09185		1687830	1688108	279
NGK_RS09190		1688108	1688398	291
NGK_RS09195		1688401	1688931	531
NGK_RS16075	tspA	1689154	1691555	2402
NGK_RS09205	gloA	1691728	1692145	418
NGK_RS09210	lapB	1692170	1693339	1170
NGK_RS09215		1693350	1693664	315
NGK_RS09225	ilvE	1693974	1694972	999
NGK_RS09230	fabI	1695217	1696002	786
NGK_RS09235	dapD	1696157	1696978	822
NGK_RS09240	pgi	1697188	1698831	1644
NGK_RS09245	pilG	1699341	1700573	1233
NGK_RS09250		1700647	1701507	861
NGK_RS09255	coaE	1701504	1702136	633
NGK_RS09260		1702129	1702338	210
NGK_RS09265	pilB	1702424	1704100	1677
NGK_RS09270		1704346	1704417	72
NGK_RS09275		1704438	1704884	447
NGK_RS09280		1704888	1705862	975
NGK_RS09285	rplU	1706086	1706394	309
NGK_RS09290	rpmA	1706419	1706691	273
NGK_RS09295	ubiM	1706926	1708110	1185
NGK_RS09300	rpmG	1708299	1708454	156
NGK_RS09305	rpmB	1708486	1708719	234
NGK_RS09315	farB	1708969	1710492	1524
NGK_RS09320	farA	1710516	1711670	1155
NGK_RS09325	queF	1711959	1712432	474
NGK_RS09330		1712507	1713193	687
NGK_RS09335		1713543	1714835	1293
NGK_RS09340		1714912	1715880	969
NGK_RS09345		1716081	1717550	1470
NGK_RS16455		1717792	1718049	258
NGK_RS16460		1717975	1718136	162
NGK_RS16465		1718210	1718713	504
NGK_RS09360		1719240	1719485	246
NGK_RS09370		1719597	1720025	429
NGK_RS09375		1720037	1720513	477
NGK_RS09380		1720543	1721031	489
NGK_RS09385	aroG	1721099	1722154	1056
NGK_RS15540		1722316	1722543	228
NGK_RS16080		1722578	1722727	150
NGK_RS16305		1722769	1723065	297
NGK_RS16310		1723062	1723301	240
NGK_RS09405		1723935	1724330	396
NGK_RS16090		1724435	1724551	117
NGK_RS09410	rrf	1724587	1724700	114
NGK_RS09415		1724797	1727688	2892
NGK_RS09420		1728036	1728111	76
NGK_RS09425		1728117	1728193	77
NGK_RS09430		1728294	1729834	1541
NGK_RS09440		1730291	1731097	807
NGK_RS09445	ffh	1731319	1732689	1371
NGK_RS09450		1732945	1733400	456
NGK_RS09455		1733455	1733877	423
NGK_RS09460		1733924	1734886	963
NGK_RS09465		1735015	1735203	189
NGK_RS09470		1735252	1735650	399
NGK_RS09475		1735758	1736669	912
NGK_RS09480		1736659	1737957	1299
NGK_RS09485	dinG	1738140	1740290	2151
NGK_RS09490		1740326	1740940	615
NGK_RS09495		1741076	1742944	1869
NGK_RS09500	purB	1743024	1744394	1371
NGK_RS09505		1744466	1745098	633
NGK_RS09510		1745254	1747134	1881
NGK_RS09515		1747613	1748614	1002
NGK_RS09520		1748716	1751121	2406
NGK_RS09525	amgK	1751191	1752195	1005
NGK_RS09530		1752252	1752950	699
NGK_RS09535	murJ	1753388	1754926	1539
NGK_RS09540		1755059	1756018	960
NGK_RS09545	trpC	1756069	1756851	783
NGK_RS09550	recQ	1756914	1759217	2304
NGK_RS09555		1759254	1760579	1326
NGK_RS15145		1760746	1760856	111
NGK_RS09560		1760937	1761725	789
NGK_RS09565	bioH	1761722	1762471	750
NGK_RS09570		1762470	1763195	726
NGK_RS09575	trmL	1763260	1763724	465
NGK_RS09580		1763852	1764538	687
NGK_RS09585		1764599	1764925	327
NGK_RS09590	ruvA	1765007	1765591	585
NGK_RS09595		1765591	1765728	138
NGK_RS09600		1765754	1767610	1857
NGK_RS09605	rsgA	1767615	1768538	924
NGK_RS09610		1768651	1768875	225
NGK_RS09615		1768859	1769755	897
NGK_RS09620		1769872	1770171	300
NGK_RS09625	nuoN	1770283	1771728	1446
NGK_RS09630		1771738	1773234	1497
NGK_RS13660		1773344	1773550	207
NGK_RS09635		1773581	1773805	225
NGK_RS09640		1773816	1774013	198
NGK_RS09645		1773986	1774984	999
NGK_RS09650	nuoL	1775127	1777151	2025
NGK_RS09655	nuoK	1777154	1777459	306
NGK_RS09660		1777456	1778127	672
NGK_RS09665	nuoI	1778139	1778618	480
NGK_RS09670	nuoH	1778699	1779775	1077
NGK_RS09675	nuoG	1779778	1782039	2262
NGK_RS09680		1782453	1782752	300
NGK_RS09685	nuoF	1782752	1784053	1302
NGK_RS09690	nuoE	1784443	1784916	474
NGK_RS09695	nuoD	1784916	1786172	1257
NGK_RS09700		1786162	1786755	594
NGK_RS09705		1786768	1787250	483
NGK_RS09710		1787241	1787597	357
NGK_RS09715		1788090	1789541	1452
NGK_RS09720		1789564	1790184	621
NGK_RS09725		1790383	1790759	377
NGK_RS14635		1791068	1791193	126
NGK_RS09730		1791753	1792130	378
NGK_RS09735		1792130	1792477	348
NGK_RS09740	lpxC	1792979	1793902	924
NGK_RS09745		1794031	1794438	408
NGK_RS16095		1795261	1795772	512
NGK_RS09760		1796270	1797097	828
NGK_RS15565		1797111	1797257	147
NGK_RS09765	ftsY	1797359	1798612	1254
NGK_RS09770	msrAB	1798758	1800326	1569
NGK_RS09775		1800410	1800895	486
NGK_RS09780		1800922	1801770	849
NGK_RS09785		1801864	1802865	1002
NGK_RS09790		1802924	1803637	714
NGK_RS09795		1803630	1803902	273
NGK_RS09800	glmU	1803957	1805327	1371
NGK_RS09805		1805403	1805732	330
NGK_RS09810		1805804	1806760	957
NGK_RS09815	efeO	1807068	1808234	1167
NGK_RS09820	efeU	1808231	1809051	821
NGK_RS09830		1809284	1810609	1326
NGK_RS09835		1810898	1811419	522
NGK_RS09845	glmS	1811691	1813529	1839
NGK_RS09850	metG	1813645	1815699	2055
NGK_RS09855		1815774	1816088	315
NGK_RS09860		1816086	1816415	330
NGK_RS09865		1816442	1816803	362
NGK_RS09870		1817295	1817744	450
NGK_RS15570		1818125	1818526	402
NGK_RS15575		1818566	1818931	366
NGK_RS15580		1818971	1819327	357
NGK_RS09885	thiC	1819815	1821716	1902
NGK_RS09890		1822055	1822131	77
NGK_RS09895		1822314	1823189	876
NGK_RS09900		1823198	1824139	942
NGK_RS09905	ptsP	1824266	1826041	1776
NGK_RS09910		1826041	1826310	270
NGK_RS09915		1826531	1826968	438
NGK_RS09920		1827052	1827615	564
NGK_RS09925		1827684	1828508	825
NGK_RS09930		1828601	1829233	633
NGK_RS09935	rmuC	1829300	1831090	1791
NGK_RS09940		1831422	1832210	789
NGK_RS09945		1832225	1833574	1350
NGK_RS09950	petA	1833593	1834174	582
NGK_RS09955		1834297	1835046	750
NGK_RS09960		1835175	1836104	930
NGK_RS09965		1836297	1836791	495
NGK_RS09970	rpsI	1837172	1837564	393
NGK_RS09975	rplM	1837577	1838008	432
NGK_RS13745	ssrS	1838186	1838365	180
NGK_RS09980		1838371	1838676	306
NGK_RS09985		1838687	1839016	330
NGK_RS09990		1839070	1840059	990
NGK_RS09995	ppc	1840182	1842884	2703
NGK_RS10000		1842927	1843820	894
NGK_RS10010		1844221	1844445	225
NGK_RS10015		1844446	1845834	1389
NGK_RS10020	prmC	1845920	1846741	822
NGK_RS10025		1847157	1848011	855
NGK_RS10030		1848124	1848855	732
NGK_RS10035		1848857	1849525	669
NGK_RS10040		1849515	1850174	660
NGK_RS10045	tldD	1850318	1851802	1485
NGK_RS10050	cytX	1852047	1853273	1227
NGK_RS10055		1853270	1854370	1101
NGK_RS10060	thiE	1854392	1855009	618
NGK_RS10065	thiS	1855431	1855625	195
NGK_RS10070		1855704	1856492	789
NGK_RS10075		1856507	1856719	213
NGK_RS10085		1857225	1858049	825
NGK_RS10090		1858162	1859940	1779
NGK_RS10095	rfaE2	1859937	1860443	507
NGK_RS10100		1860436	1860576	141
NGK_RS10105		1860655	1860730	76
NGK_RS10110		1860758	1860834	77
NGK_RS10115		1860859	1860936	78
NGK_RS10120	folD	1861159	1862013	855
NGK_RS10125		1862075	1862656	582
NGK_RS10130	asd	1862831	1863946	1116
NGK_RS10135		1864039	1864569	531
NGK_RS10140		1864579	1864923	345
NGK_RS10145		1864910	1865689	780
NGK_RS10150	cysS	1865860	1867281	1422
NGK_RS10155		1867297	1868349	1053
NGK_RS10160		1868346	1869293	948
NGK_RS10165	obgE	1869347	1870501	1155
NGK_RS10170		1870780	1871310	531
NGK_RS10175	rsmI	1871345	1872220	876
NGK_RS10180		1872267	1872614	348
NGK_RS10185		1872619	1873212	594
NGK_RS10190		1873276	1873884	609
NGK_RS10195		1873892	1874542	651
NGK_RS10200	map	1874582	1875361	780
NGK_RS10205		1875460	1875759	300
NGK_RS10210		1875997	1876368	372
NGK_RS10215		1876555	1878021	1467
NGK_RS10220		1878405	1878995	591
NGK_RS10225		1879056	1879637	582
NGK_RS10230		1879715	1879948	234
NGK_RS10235	rpsB	1880121	1880849	729
NGK_RS10240	tsf	1880978	1881832	855
NGK_RS10245	pyrH	1882049	1882768	720
NGK_RS10250	mafA	1882959	1883921	963
NGK_RS10255	mafB	1883961	1885526	1566
NGK_RS10265		1885523	1885894	372
NGK_RS14675		1885983	1886105	123
NGK_RS10270		1886145	1887641	1497
NGK_RS10275		1887646	1888005	360
NGK_RS10280		1888082	1888291	210
NGK_RS12295	mafB	1888392	1889240	849
NGK_RS10290		1889237	1889593	357
NGK_RS10300		1889767	1890141	375
NGK_RS13790		1890179	1890540	362
NGK_RS16475		1890642	1890838	197
NGK_RS13800		1890833	1891084	252
NGK_RS16595		1891156	1891663	508
NGK_RS10315		1891745	1892731	987
NGK_RS10320		1892771	1893571	801
NGK_RS10325	argG	1893696	1895039	1344
NGK_RS10330		1895242	1895457	216
NGK_RS10335		1895450	1895665	216
NGK_RS13810		1895658	1895906	249
NGK_RS10340		1895966	1896169	204
NGK_RS10345		1896169	1897449	1281
NGK_RS16100		1897442	1897591	150
NGK_RS10350	sstT	1897600	1898829	1230
NGK_RS10355		1899201	1901048	1848
NGK_RS10360		1901103	1905272	4170
NGK_RS10365		1906054	1907511	1458
NGK_RS12305	rnpB	1907841	1908200	360
NGK_RS10380	prfB	1908279	1909382	1104
NGK_RS10385		1909485	1910378	894
NGK_RS10390		1910719	1911168	450
NGK_RS10395		1911242	1911550	309
NGK_RS10400		1911668	1912510	843
NGK_RS10405		1912500	1913246	747
NGK_RS10410		1913268	1913855	588
NGK_RS10415		1913861	1914040	180
NGK_RS10425		1914272	1914712	441
NGK_RS10430		1914864	1915379	516
NGK_RS10435		1915394	1915996	603
NGK_RS10440	purD	1916030	1917301	1272
NGK_RS10445		1917438	1917776	339
NGK_RS10450		1917828	1918439	612
NGK_RS10455		1918502	1919437	936
NGK_RS10460		1919448	1920197	750
NGK_RS10465	waaC	1920423	1921391	969
NGK_RS10470		1921428	1922063	636
NGK_RS10475	tsaA	1922523	1923203	681
NGK_RS10480	gap	1923355	1924359	1005
NGK_RS10485	mutS	1924790	1927384	2595
NGK_RS10490		1927660	1928151	492
NGK_RS10495		1928155	1928550	396
NGK_RS10500	gltX	1928571	1929965	1395
NGK_RS10505		1930081	1930737	657
NGK_RS10510	arsC	1930734	1931087	354
NGK_RS10515		1931211	1931693	483
NGK_RS10520		1931887	1932537	651
NGK_RS10525	ftsX	1932534	1933451	918
NGK_RS10530		1933544	1933792	249
NGK_RS10535		1933844	1935037	1194
NGK_RS10540	murA	1935118	1936371	1254
NGK_RS10545		1936592	1936667	76
NGK_RS10550		1936736	1937710	975
NGK_RS10555		1937743	1938192	450
NGK_RS10560	waaA	1938233	1939504	1272
NGK_RS10565	gnd	1939567	1941015	1449
NGK_RS10570		1941095	1941358	264
NGK_RS10580	pilC	1942046	1945145	3100
NGK_RS10590		1945798	1946082	285
NGK_RS10595	yccS	1946566	1948716	2151
NGK_RS10600		1948833	1950059	1227
NGK_RS10605	pilT	1950223	1951266	1044
NGK_RS10610		1951386	1952072	687
NGK_RS10615		1952072	1952479	408
NGK_RS10620	proC	1952528	1953319	792
NGK_RS10625	dksA	1953468	1953884	417
NGK_RS15585		1953899	1954231	333
NGK_RS10635		1954340	1955880	1541
NGK_RS10640		1955981	1956057	77
NGK_RS10645		1956063	1956138	76
NGK_RS10650		1956486	1959377	2892
NGK_RS10655	rrf	1959474	1959587	114
NGK_RS16105		1959623	1959739	117
NGK_RS10660		1959844	1960239	396
NGK_RS10670		1960764	1961093	330
NGK_RS10675	dnaJ	1961227	1962348	1122
NGK_RS10680		1962543	1964561	2019
NGK_RS10685	rfbC	1964605	1965162	558
NGK_RS10690	rfbA	1965301	1966167	867
NGK_RS10695	rfbB	1966272	1967312	1041
NGK_RS10700	galE	1967313	1968329	1017
NGK_RS10705		1968444	1970717	2274
NGK_RS10710		1970748	1971749	1002
NGK_RS10715		1971742	1972749	1008
NGK_RS10720		1972812	1973936	1125
NGK_RS16600		1973943	1974041	99
NGK_RS10730	gltS	1974489	1975703	1215
NGK_RS10735		1975802	1976818	1017
NGK_RS10740		1976828	1977025	198
NGK_RS10745		1977042	1977191	150
NGK_RS10755		1977374	1977796	423
NGK_RS13850		1977879	1979306	1428
NGK_RS10775	pyk	1979465	1980937	1473
NGK_RS10780		1981197	1981523	327
NGK_RS10785		1982479	1982715	237
NGK_RS13860		1982936	1983217	282
NGK_RS10815		1983934	1985199	1266
NGK_RS10820		1985202	1987289	2088
NGK_RS15200		1987371	1987673	303
NGK_RS13865		1987740	1988411	672
NGK_RS10840		1988570	1989121	552
NGK_RS10845		1989386	1989976	591
NGK_RS10860		1990778	1991620	843
NGK_RS10865	pyrB	1991855	1992775	921
NGK_RS10870	pyrI	1992785	1993243	459
NGK_RS10875		1993305	1993970	666
NGK_RS10885		1994375	1995598	1224
NGK_RS15590		1995782	1995937	156
NGK_RS10895	def	1996010	1996513	504
NGK_RS10900	fmt	1996601	1997527	927
NGK_RS10905	rsmB	1997606	1998865	1260
NGK_RS10910		1998831	1999430	600
NGK_RS10915		1999430	2001550	2121
NGK_RS10920		2001543	2002820	1278
NGK_RS10925	dprA	2002911	2004098	1188
NGK_RS10930		2004124	2004585	462
NGK_RS10935	topA	2004663	2006969	2307
NGK_RS13870		2007056	2007852	797
NGK_RS10945		2007950	2008774	825
NGK_RS16605		2008788	2009141	354
NGK_RS10950	rsmD	2009230	2009799	570
NGK_RS10955		2009922	2010173	252
NGK_RS10960		2010270	2010353	84
NGK_RS10965		2010384	2010457	74
NGK_RS10970		2010467	2010541	75
NGK_RS10975	tuf	2010590	2011774	1185
NGK_RS10980		2011781	2011856	76
NGK_RS10985	secE	2011971	2012249	279
NGK_RS10990	nusG	2012251	2012787	537
NGK_RS10995	rplK	2012888	2013322	435
NGK_RS11000	rplA	2013322	2014017	696
NGK_RS11010	rplJ	2014245	2014745	501
NGK_RS11015	rplL	2014803	2015174	372
NGK_RS11020	rpoB	2015365	2019543	4179
NGK_RS15600		2019508	2019648	141
NGK_RS11025	rpoC	2019696	2023871	4176
NGK_RS11030		2024160	2024573	414
NGK_RS11035		2024591	2025220	630
NGK_RS11040		2025460	2025702	243
NGK_RS11045		2025899	2026759	861
NGK_RS11055	rpsL	2026938	2027309	372
NGK_RS11060	rpsG	2027427	2027897	471
NGK_RS11065	fusA	2027916	2030021	2106
NGK_RS11070	tuf	2030109	2031293	1185
NGK_RS11075	rpsJ	2031311	2031622	312
NGK_RS15210		2031964	2032080	117
NGK_RS11085	rplC	2032408	2033052	645
NGK_RS11090	rplD	2033052	2033672	621
NGK_RS11095	rplW	2033669	2033983	315
NGK_RS11100	rplB	2033989	2034822	834
NGK_RS11105	rpsS	2034828	2035106	279
NGK_RS11110	rplV	2035115	2035444	330
NGK_RS11115	rpsC	2035454	2036146	693
